node,degree_centrality
NEDD8-MDP1,5.219751539826704e-05
Q8WVP7,0.0001043950307965
P01730,0.007046664578766
Q96A49,0.0
Q9P2P5,0.0
Q96AQ7,0.0004175801231861
Q96A61,0.0
O95801,0.0003653826077878
Q9NPA8,0.0019835055851341
Q8WTT2,0.005480739116818
O95793,0.000208790061593
Q9BRB3,0.0006263701847792
Q9NQ90,0.0
P54257,0.0005219751539826
O75387,0.0
Q7Z3B3,0.0016181229773462
B2RU33,0.0
Q96NR8,0.0007307652155757
Q86W26,0.0
Q6UWJ1,0.0
P12319,0.0019835055851341
P49715,0.0048543689320388
Q01201,0.0014093329157532
Q68DV7,0.0006785677001774
B3KU38,0.0
Q9Y5Q0,0.0
P15924,0.0008351602463722
P78352,0.0060549117861989
O95155,0.000991752792567
Q8IUK8,5.219751539826704e-05
Q9GZX7,5.219751539826704e-05
P08134,0.0025054807391168
Q9BRK4,0.0
Q9BQG0,0.0042279987472596
O75360,0.0001043950307965
Q9H173,0.0001565925461948
Q9UBW5,0.0006785677001774
O95620,5.219751539826704e-05
Q9H0F7,0.0004175801231861
P37088,0.0011483453387618
Q9NY26,0.0003131850923896
O15021,0.0
P11908,0.0007307652155757
Q9Y5H7,0.0
Q5R3I4,0.0
Q9H920,0.0
Q9HC96,0.0
Q6ZNW5,0.0
Q8N9W5,0.0003131850923896
P56211,0.0001565925461948
Q9H4B8,0.0
Q5XG92,0.0001043950307965
Q6N075,0.0001043950307965
Q15004,0.0032362459546925
O75437,0.0
P51161,0.0005741726693809
ENSP00000417556,0.0
Q9BRT3,5.219751539826704e-05
Q9UJH8,0.0
Q9UID3,0.0008873577617705
Q8NCR6,0.0
P17544,0.000208790061593
Q9UKY1,0.0001043950307965
Q9BQ66,0.0
P31415,0.0002609875769913
ENSP00000398526,0.0
Q7Z6L1,0.000208790061593
Q3MIR4,0.0001565925461948
P04035,0.0022444931621254
Q01658,0.000782962730974
Q08334,0.0008873577617705
Q8NCT1,0.0
Q8NGA5,0.0
Q8NGC7,0.0
Q9UPW5,0.0
O15056,0.0016703204927445
P28324,0.0003131850923896
Q6ZNE5,0.001774715523541
P03891,0.003340640985489
P51814,0.0
Q8NE79,0.0002609875769913
Q32M88,5.219751539826704e-05
Q8IV16,0.0008351602463722
ENSP00000454699,5.219751539826704e-05
Q8WXU2,0.0004175801231861
O94941,0.0
P35212,5.219751539826704e-05
Q9UM47,0.0035494310470821
A1L4L8,0.0
Q9H0J4,0.0
P11912,0.0022966906775237
Q13950,0.0066290844555799
Q9Y2C9,0.0006263701847792
Q8TAD8,0.0038626161394717
Q9BYN8,0.0040714062010648
P62273,0.0086647875561123
Q92685,0.0008351602463722
Q86YR5,0.0002609875769913
Q6S5H5,0.0
Q9NU63,0.0001043950307965
Q6PJE2,0.0
Q9UPE1,0.0
Q9NXT0,0.0
Q9Y606,0.0003653826077878
Q9BX82,0.0
Q9NWV8,0.0009395552771688
O43157,0.0015137279465497
Q9HC10,0.0008873577617705
P13646,0.0
O94760,5.219751539826704e-05
Q13410,0.0001043950307965
Q8TED9,0.0
Q06732,0.0
Q01974,0.0014615304311514
Q9BSY4,0.000782962730974
P61923,0.0006263701847792
P08686,0.0008873577617705
O00712,0.0009395552771688
P32245,0.0004175801231861
Q96C03,0.0002609875769913
Q6PHW0,0.0
P36954,0.0035494310470821
Q96KN4,0.0
