node,degree_centrality
P03962,0.0
Q8W0Z9,0.0
A0A178WHK2,0.0
Q8TAS1,0.00042121520586893183
Q9QWT9,0.0
Q13127,0.0
P0A998,0.0001638059133934735
Q8VD62,2.3400844770496214e-05
O77203,0.0
O76904,0.0
Q10304,1.1700422385248107e-05
P83782,0.0
Q9STI3,0.0
Q23058,2.3400844770496214e-05
P37624,0.0031240127768612444
302898,0.0
Q13233,3.510126715574432e-05
Q5VV41,0.0006084219640329015
Q9C6T1,0.0
Q9H3S7,0.000327611826786947
Q9Z0U4,0.0
Q9JLR5,1.1700422385248107e-05
Q9V9Z9,0.0
P56873,0.0
Q9NUG6,0.0008307299893526156
26816,0.0
Q03214,0.0005382194297214129
Q9BQQ3,0.0009360337908198486
P19073,0.0024921899680578467
Q9JIB6,0.0
A0A286Y967,0.0
Q8T0G1,0.0
G2TRK8,0.0
Q5U4E5,0.0
Q9M9A3,0.0
E1JHJ2,3.510126715574432e-05
B0BN85,0.0
Q9FZ54,0.0
O14367,5.850211192624054e-05
P51861,0.0
A0A974D9H9,0.0
P43268,3.510126715574432e-05
Q9UTB1,4.680168954099243e-05
O15427,5.850211192624054e-05
Q96PQ1,0.00010530380146723296
O23702,0.0
O45226,0.0004563164730246762
Q8K410,9.360337908198486e-05
O75363,2.3400844770496214e-05
Q92185,0.00022230802531971404
Q1MTR2,1.1700422385248107e-05
Q5A6S2,0.0
Q9R0T7,0.0
Q9GZX7,0.0
Q8K2Z8,1.1700422385248107e-05
Q91WR6,0.0
851293,0.0
Q9SH14,0.0
Q9VSI2,0.0
Q9XWZ2,0.0
P0A717,0.0006786244983443902
Q5J5C9,0.00010530380146723296
Q9FG33,0.0
P53687,0.002515590812828343
Q9HBY0,0.0
Q91XU8,0.0
Q05031,0.001216843928065803
Q9Z2D0,2.3400844770496214e-05
Q5F310,0.0
Q6PIL6,0.00015210549100822538
O94262,0.00024570887009021025
Q6PG95,0.0
Q15742,0.0004446160506394281
A0A974BR45,0.0
P60568,1.1700422385248107e-05
Q8LAD2,0.0001872067581639697
T21B10.3,2.3400844770496214e-05
Q9JJ79,0.0
Q59UI3,0.0
A0A1P8AZT9,0.0
Q6P685,0.0
Q9FMP3,0.0
Q94AT1,0.0
Q63HM2,0.0
Q8IMQ4,0.0
Q9W4K8,0.0
P28007,0.0009711350579755929
Q0WX57,0.0
100422854,0.0
P30276,0.0
Q9VYV3,0.0
P42228,0.0
Q9SY29,0.0
G5EE36,0.0
O80504,3.510126715574432e-05
A0A8M1PZC6,0.0
Q9N2Z7,0.0
O76672,3.510126715574432e-05
F4KCK0,0.0
Q5XFW8,0.0
Q9STJ0,0.0
M9PEL6,0.0
O61365,0.0
P91622,0.0
Q09587,2.3400844770496214e-05
Q9ZNZ7,0.00010530380146723296
Q12265,0.0016848608234757273
3643827,0.0
O13920,0.0
A1ZBP6,0.0
Q9VRT2,0.0
P39552,0.0004914177401804205
Q9NVD7,0.00024570887009021025
P06611,0.0021645781412709
P39874,7.020253431148864e-05
Q4V645,0.0
Q6NMB4,0.0
Q9P7J1,0.0
Q6BDS1,0.0
P0AA49,0.00241028701136111
Q86PB4,0.0
P0CS86,0.0006201223864181496
Q96D59,3.510126715574432e-05
Q8T0Q4,1.1700422385248107e-05
Q6P4F2,0.0003861139387131875
O96153,0.0
Q9JK45,2.3400844770496214e-05
Q17659,0.0
Q6NYR4,0.0
Q9JLF7,2.3400844770496214e-05
O60315,2.3400844770496214e-05
A0A0D9S8D8,0.0
D3Z012,0.0
Q9SKC1,0.0
Q7TPE5,0.0
G1TEF4,0.0
C0LGU5,0.0
O94345,0.0
Q8SYC0,0.0
Q9Y2Q5,0.0006435232311886459
P05791,5.850211192624054e-05
Q8N699,9.360337908198486e-05
P64627,3.510126715574432e-05
G5EDD1,1.1700422385248107e-05
Q9W5B3,0.0
P53273,0.0012519451952215474
Q8RYD6,0.0
P54611,0.0
Q0KIE7,0.0
Q8N0Z6,0.0003861139387131875
Q17439,1.1700422385248107e-05
Q18909,0.0
P98177,2.3400844770496214e-05
P0A905,0.0024804895456725985
Q9ES54,0.0
Q22145,0.0
Q9UNG2,0.000772227877426375
Q93009,0.0013455485743035323
A0A384KHU9,0.0
Q9TYQ6,1.1700422385248107e-05
Q58WW2,0.0006318228088033978
Q8WXU2,7.020253431148864e-05
P31397,1.1700422385248107e-05
Q6KAU4,3.510126715574432e-05
A0A1U8QPC7,0.0
Q91XD6,5.850211192624054e-05
Q91ZQ1,4.680168954099243e-05
A8JRD4,0.0
Q9BYW1,0.0
P77510,0.0001638059133934735
